,name,scientificName,genus,decimalLongitude,decimalLatitude,country
85,Rhinoclemmys melanosterna,"Rhinoclemmys melanosterna Gray, 1861",Rhinoclemmys,NA,NA,Colombia
86,Rhinoclemmys nasuta,"Rhinoclemmys nasuta Boulenger, 1902",Rhinoclemmys,NA,NA,Colombia
87,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-76.6706,7.7779,Colombia
88,Rhinoclemmys funerea,"Rhinoclemmys funerea Cope, 1876",Rhinoclemmys,NA,NA,Honduras
89,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-88.008,19.219,Mexico
90,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-87.61,18.973,Mexico
91,Rhinoclemmys funerea,"Rhinoclemmys funerea Cope, 1876",Rhinoclemmys,NA,NA,Honduras
92,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,-107.53168,25.02042,Mexico
93,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-88.052,19.121,Mexico
94,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-88.042,19.152,Mexico
95,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-88.04,19.148,Mexico
96,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-87.701,21.483,Mexico
97,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-87.622,19.785,Mexico
98,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-87.622,19.785,Mexico
99,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-87.784,19.744,Mexico
100,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-87.799,19.738,Mexico
101,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-84.5339,14.9275,Honduras
102,Rhinoclemmys funerea,"Rhinoclemmys funerea Cope, 1876",Rhinoclemmys,-84.8822,14.8244,Honduras
103,Rhinoclemmys funerea,"Rhinoclemmys funerea Cope, 1876",Rhinoclemmys,-84.8822,14.8244,Honduras
104,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-88.047,19.16,Mexico
105,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-87.796,19.734,Mexico
106,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-84.45,14.7169,Honduras
107,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,NA
108,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,NA
109,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,NA
110,Rhinoclemmys funerea,"Rhinoclemmys funerea Cope, 1876",Rhinoclemmys,-83.50587,10.54756,Costa Rica
111,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,NA
112,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,NA
113,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,El Salvador
114,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,NA
115,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,NA
116,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,Costa Rica
117,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,Costa Rica
118,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,Costa Rica
119,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,Costa Rica
120,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-85.2917,15.3194,Honduras
121,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,-85.3,14.58,Honduras
122,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,NA,NA,Belize
123,Rhinoclemmys funerea,"Rhinoclemmys funerea Cope, 1876",Rhinoclemmys,-83.50587,10.54756,Costa Rica
124,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,NA,NA,Mexico
125,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,-80.48378,25.76264,United States
126,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,Costa Rica
127,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Brazil
128,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Brazil
129,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,Trinidad and Tobago
130,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,Mexico
131,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,"Venezuela, Bolivarian Republic of"
132,Rhinoclemmys rubida,"Rhinoclemmys rubida Cope, 1870",Rhinoclemmys,NA,NA,Mexico
133,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,NA,NA,Belize
134,Rhinoclemmys funerea,"Rhinoclemmys funerea Cope, 1876",Rhinoclemmys,-84.3,10.93333,Nicaragua
135,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,NA
136,Rhinoclemmys rubida,"Rhinoclemmys rubida Cope, 1870",Rhinoclemmys,NA,NA,Mexico
137,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-88.93318473,17.21742031,Belize
138,Rhinoclemmys rubida,"Rhinoclemmys rubida Cope, 1870",Rhinoclemmys,NA,NA,Mexico
139,Rhinoclemmys,"Rhinoclemmys Fitzinger, 1835",Rhinoclemmys,-99.866,16.866,Mexico
140,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,Mexico
141,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,NA,NA,Belize
142,Rhinoclemmys,"Rhinoclemmys Fitzinger, 1835",Rhinoclemmys,-105.016,19.433,Mexico
143,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,NA,NA,Belize
144,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-80.717,-1.567,Ecuador
145,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-79.85,-0.617,Ecuador
146,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-79.617,-0.9,Ecuador
147,Rhinoclemmys rubida,"Rhinoclemmys rubida Cope, 1870",Rhinoclemmys,NA,NA,Mexico
148,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,NA,NA,Panama
149,Rhinoclemmys funerea,"Rhinoclemmys funerea Cope, 1876",Rhinoclemmys,NA,NA,Panama
150,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,NA,NA,Panama
151,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-79.35,-2.567,Ecuador
152,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-79.583,-1.333,Ecuador
153,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,-61.6375,10.19167,Trinidad and Tobago
154,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-87.812,19.721,Mexico
155,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
156,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
157,Rhinoclemmys funerea,"Rhinoclemmys funerea Cope, 1876",Rhinoclemmys,NA,NA,Panama
158,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
159,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
160,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
161,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
162,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
163,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
164,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
165,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
166,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
167,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
168,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
169,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
170,Rhinoclemmys,"Rhinoclemmys Fitzinger, 1835",Rhinoclemmys,NA,NA,Suriname
171,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
172,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
173,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
174,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,Costa Rica
175,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,NA,NA,Panama
176,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,-70.95227,42.48204,United States
177,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,NA,NA,Panama
178,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-88.179,21.576,Mexico
179,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,Guatemala
180,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-88.071,21.548,Mexico
181,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-87.699,21.472,Mexico
182,Rhinoclemmys funerea,"Rhinoclemmys funerea Cope, 1876",Rhinoclemmys,NA,NA,Panama
183,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,NA,NA,Panama
184,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-92.00992928,17.73071827,Mexico
185,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
186,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
187,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
188,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,NA,NA,Mexico
189,Rhinoclemmys,"Rhinoclemmys Fitzinger, 1835",Rhinoclemmys,-78.82,1.05,Ecuador
190,Rhinoclemmys nasuta,"Rhinoclemmys nasuta Boulenger, 1902",Rhinoclemmys,-78.8,1.08,Ecuador
191,Rhinoclemmys melanosterna,"Rhinoclemmys melanosterna Gray, 1861",Rhinoclemmys,-78.8,1.08,Ecuador
192,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-78.83,1.02,Ecuador
193,Rhinoclemmys melanosterna,"Rhinoclemmys melanosterna Gray, 1861",Rhinoclemmys,-78.8,1.08,Ecuador
194,Rhinoclemmys melanosterna,"Rhinoclemmys melanosterna Gray, 1861",Rhinoclemmys,-78.8,1.08,Ecuador
195,Rhinoclemmys melanosterna,"Rhinoclemmys melanosterna Gray, 1861",Rhinoclemmys,-78.83,1.05,Ecuador
196,Rhinoclemmys melanosterna,"Rhinoclemmys melanosterna Gray, 1861",Rhinoclemmys,-78.97,0.9,Ecuador
197,Rhinoclemmys melanosterna,"Rhinoclemmys melanosterna Gray, 1861",Rhinoclemmys,-78.83,1.05,Ecuador
198,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-78.97,0.9,Ecuador
199,Rhinoclemmys melanosterna,"Rhinoclemmys melanosterna Gray, 1861",Rhinoclemmys,-78.83,1.03,Ecuador
200,Rhinoclemmys nasuta,"Rhinoclemmys nasuta Boulenger, 1902",Rhinoclemmys,-78.8,1.1,Ecuador
201,Rhinoclemmys nasuta,"Rhinoclemmys nasuta Boulenger, 1902",Rhinoclemmys,-78.8,1.1,Ecuador
202,Rhinoclemmys nasuta,"Rhinoclemmys nasuta Boulenger, 1902",Rhinoclemmys,-78.8,1.1,Ecuador
203,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-78.73,1.18,Ecuador
204,Rhinoclemmys nasuta,"Rhinoclemmys nasuta Boulenger, 1902",Rhinoclemmys,-78.73,1.22,Ecuador
205,Rhinoclemmys funerea,"Rhinoclemmys funerea Cope, 1876",Rhinoclemmys,NA,NA,Panama
206,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,-88.78318128,17.26741821,Belize
207,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,-83.56951992,10.4183525,Costa Rica
208,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,NA,NA,Mexico
209,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,NA,NA,Mexico
210,Rhinoclemmys areolata,"Rhinoclemmys areolata Dum<U+00E9>ril, Bibron & Dum<U+00E9>ril, 1851",Rhinoclemmys,NA,NA,Mexico
211,Rhinoclemmys pulcherrima,"Rhinoclemmys pulcherrima Gray, 1855",Rhinoclemmys,-87.43167,13.18724,Honduras
212,Rhinoclemmys punctularia,"Rhinoclemmys punctularia Daudin, 1801",Rhinoclemmys,NA,NA,Suriname
213,Rhinoclemmys annulata,"Rhinoclemmys annulata Gray, 1860",Rhinoclemmys,NA,NA,NA
