,name,scientificName,genus,decimalLongitude,decimalLatitude,country
70,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-77.4078,6.2192,Colombia
71,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-77.4078,6.2192,Colombia
72,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-77.4078,6.2192,Colombia
73,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-77.4078,6.2192,Colombia
74,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-77.4078,6.2192,Colombia
75,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,NA,NA,United States
76,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,NA,NA,United States
77,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-20.10014,3.48347,NA
78,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,-12.36681,1.93347,NA
79,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,-87.0042,20.4432,Mexico
80,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,-4.50606,52.79439,United Kingdom
81,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,-7.39425,57.44332,United Kingdom
82,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
83,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
84,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-16.13347,2.91681,NA
85,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
86,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
87,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
88,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
89,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
90,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
91,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
92,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
93,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-98.48166,16.33098,Mexico
94,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,NA,NA,Netherlands
95,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,-4.20911,51.1617,United Kingdom
96,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-8.88347,-1.70014,NA
97,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,73.5361,3,Maldives
98,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,73.5346,4.24139,Maldives
99,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.88333,2.71667,Colombia
100,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.19833,-11.605,Australia
101,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.19833,-11.605,Australia
102,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.19833,-11.605,Australia
103,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.88333,2.71667,Colombia
104,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.19833,-11.605,Australia
105,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
106,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
107,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
108,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,NA,NA,Colombia
109,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-90.4882,13.89674,Guatemala
110,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.42017,-12.5336,Australia
111,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
112,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
113,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,NA,NA,United States
114,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
115,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
116,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
117,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
118,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
119,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
120,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
121,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
122,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
123,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
124,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
125,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
126,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
127,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
128,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
129,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
130,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
131,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
132,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
133,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
134,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
135,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
136,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,2,-1.20014,NA
137,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
138,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
139,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
140,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
141,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
142,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
143,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,-7.7,43.75,Spain
144,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,-8.82,42.23,Spain
145,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,-5.46076,50.19835,United Kingdom
146,Lepidochelys kempii,"Lepidochelys kempii Garman, 1880",Lepidochelys,NA,NA,United States
147,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
148,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
149,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
150,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
151,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
152,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
153,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
154,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
155,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
156,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,33.9831,27.1864,Egypt
157,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
158,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
159,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
160,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
161,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
162,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
163,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
164,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
165,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
166,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
167,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
168,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
169,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
170,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
171,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
172,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
173,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
174,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
175,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
176,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-78.16667,2.93333,Colombia
177,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-122.40394,37.32064,United States
178,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,-103.31647,18.26744,Mexico
179,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.33183,-11.11767,Australia
180,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
181,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37327,-11.18365,Australia
182,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.47667,-11.39667,Australia
183,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
184,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
185,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.33562,-11.11783,Australia
186,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.07067,-11.7,Australia
187,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
188,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.36965,-11.20381,Australia
189,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.33183,-11.11767,Australia
190,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.06461,-11.31112,Australia
191,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.24341,-11.22138,Australia
192,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.36717,-11.2305,Australia
193,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.24341,-11.22138,Australia
194,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
195,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.05833,-11.31167,Australia
196,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.06461,-11.31112,Australia
197,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.06461,-11.31112,Australia
198,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.06461,-11.31112,Australia
199,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
200,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.24341,-11.22138,Australia
201,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
202,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
203,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
204,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
205,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.06461,-11.31112,Australia
206,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.33562,-11.11783,Australia
207,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.24341,-11.22138,Australia
208,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
209,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.33562,-11.11783,Australia
210,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
211,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
212,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.33183,-11.11767,Australia
213,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.24341,-11.22138,Australia
214,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
215,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.06461,-11.31112,Australia
216,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37328,-11.17151,Australia
217,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37327,-11.18365,Australia
218,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
219,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37328,-11.17151,Australia
220,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.07,-11.695,Australia
221,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.06461,-11.31112,Australia
222,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
223,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.33562,-11.11783,Australia
224,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37805,-11.16766,Australia
225,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.24341,-11.22138,Australia
226,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,131.06461,-11.31112,Australia
227,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.33183,-11.11767,Australia
228,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.33562,-11.11783,Australia
229,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37667,-11.18,Australia
230,Lepidochelys olivacea,"Lepidochelys olivacea Eschscholtz, 1829",Lepidochelys,130.37667,-11.18,Australia
